run_id	source_file	phase	split	config_name	group	seed	commit	source_commit	selection_stage	opened_test	metrics_file	prediction_file	status	description
prospective_aux_weight_20260506_val_prospective_aux_weight_0p02_20260506_seed46	results_repeated_controls.tsv	prospective_aux_weight_20260506	val	prospective_aux_weight_0p02_20260506	prospective	46	325e90f	random_primary_backbone_7147e14	prospective_validation_demo	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_prospective_aux_weight_20260506_val_prospective_aux_weight_0p02_20260506_seed46.tsv	ok	Prospective hypothesis-first validation-only run: random primary backbone with weaker delayed class-balanced auxiliary objective (QA_AUX_WEIGHT=0.02).
prospective_aux_weight_20260506_val_prospective_aux_weight_0p10_20260506_seed42	results_repeated_controls.tsv	prospective_aux_weight_20260506	val	prospective_aux_weight_0p10_20260506	prospective	42	325e90f	random_primary_backbone_7147e14	prospective_validation_demo	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_prospective_aux_weight_20260506_val_prospective_aux_weight_0p10_20260506_seed42.tsv	ok	Prospective hypothesis-first validation-only run: random primary backbone with stronger delayed class-balanced auxiliary objective (QA_AUX_WEIGHT=0.10).
prospective_aux_weight_20260506_val_prospective_aux_weight_0p10_20260506_seed43	results_repeated_controls.tsv	prospective_aux_weight_20260506	val	prospective_aux_weight_0p10_20260506	prospective	43	325e90f	random_primary_backbone_7147e14	prospective_validation_demo	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_prospective_aux_weight_20260506_val_prospective_aux_weight_0p10_20260506_seed43.tsv	ok	Prospective hypothesis-first validation-only run: random primary backbone with stronger delayed class-balanced auxiliary objective (QA_AUX_WEIGHT=0.10).
prospective_aux_weight_20260506_val_prospective_aux_weight_0p10_20260506_seed44	results_repeated_controls.tsv	prospective_aux_weight_20260506	val	prospective_aux_weight_0p10_20260506	prospective	44	325e90f	random_primary_backbone_7147e14	prospective_validation_demo	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_prospective_aux_weight_20260506_val_prospective_aux_weight_0p10_20260506_seed44.tsv	ok	Prospective hypothesis-first validation-only run: random primary backbone with stronger delayed class-balanced auxiliary objective (QA_AUX_WEIGHT=0.10).
prospective_aux_weight_20260506_val_prospective_aux_weight_0p10_20260506_seed45	results_repeated_controls.tsv	prospective_aux_weight_20260506	val	prospective_aux_weight_0p10_20260506	prospective	45	325e90f	random_primary_backbone_7147e14	prospective_validation_demo	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_prospective_aux_weight_20260506_val_prospective_aux_weight_0p10_20260506_seed45.tsv	ok	Prospective hypothesis-first validation-only run: random primary backbone with stronger delayed class-balanced auxiliary objective (QA_AUX_WEIGHT=0.10).
prospective_aux_weight_20260506_val_prospective_aux_weight_0p10_20260506_seed46	results_repeated_controls.tsv	prospective_aux_weight_20260506	val	prospective_aux_weight_0p10_20260506	prospective	46	325e90f	random_primary_backbone_7147e14	prospective_validation_demo	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_prospective_aux_weight_20260506_val_prospective_aux_weight_0p10_20260506_seed46.tsv	ok	Prospective hypothesis-first validation-only run: random primary backbone with stronger delayed class-balanced auxiliary objective (QA_AUX_WEIGHT=0.10).
same_trained_context_ablation_20260508_val_random_primary_best_7147e14_seed42	results_repeated_controls.tsv	same_trained_context_ablation_20260508	val	random_primary_best_7147e14	random	42	325e90f	7147e14	repeated_validation_audit	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_same_trained_context_ablation_20260508_val_random_primary_best_7147e14_seed42.tsv	ok	Random phase2 primary-metric best validation-BPB configuration.
same_trained_context_ablation_20260508_val_random_primary_best_7147e14_seed43	results_repeated_controls.tsv	same_trained_context_ablation_20260508	val	random_primary_best_7147e14	random	43	325e90f	7147e14	repeated_validation_audit	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_same_trained_context_ablation_20260508_val_random_primary_best_7147e14_seed43.tsv	ok	Random phase2 primary-metric best validation-BPB configuration.
same_trained_context_ablation_20260508_val_random_primary_best_7147e14_seed44	results_repeated_controls.tsv	same_trained_context_ablation_20260508	val	random_primary_best_7147e14	random	44	325e90f	7147e14	repeated_validation_audit	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_same_trained_context_ablation_20260508_val_random_primary_best_7147e14_seed44.tsv	ok	Random phase2 primary-metric best validation-BPB configuration.
same_trained_context_ablation_20260508_val_random_primary_best_7147e14_seed45	results_repeated_controls.tsv	same_trained_context_ablation_20260508	val	random_primary_best_7147e14	random	45	325e90f	7147e14	repeated_validation_audit	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_same_trained_context_ablation_20260508_val_random_primary_best_7147e14_seed45.tsv	ok	Random phase2 primary-metric best validation-BPB configuration.
same_trained_context_ablation_20260508_val_random_primary_best_7147e14_seed46	results_repeated_controls.tsv	same_trained_context_ablation_20260508	val	random_primary_best_7147e14	random	46	325e90f	7147e14	repeated_validation_audit	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_same_trained_context_ablation_20260508_val_random_primary_best_7147e14_seed46.tsv	ok	Random phase2 primary-metric best validation-BPB configuration.
same_trained_context_ablation_20260508_val_agent_aux_a20f5b7_seed42	results_repeated_controls.tsv	same_trained_context_ablation_20260508	val	agent_aux_a20f5b7	agent	42	325e90f	a20f5b7	repeated_validation_audit	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_same_trained_context_ablation_20260508_val_agent_aux_a20f5b7_seed42.tsv	ok	Agent #002 delayed weak class-balanced answer-label auxiliary objective on the random phase2 primary-best backbone.
same_trained_context_ablation_20260508_val_agent_aux_a20f5b7_seed43	results_repeated_controls.tsv	same_trained_context_ablation_20260508	val	agent_aux_a20f5b7	agent	43	325e90f	a20f5b7	repeated_validation_audit	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_same_trained_context_ablation_20260508_val_agent_aux_a20f5b7_seed43.tsv	ok	Agent #002 delayed weak class-balanced answer-label auxiliary objective on the random phase2 primary-best backbone.
same_trained_context_ablation_20260508_val_agent_aux_a20f5b7_seed44	results_repeated_controls.tsv	same_trained_context_ablation_20260508	val	agent_aux_a20f5b7	agent	44	325e90f	a20f5b7	repeated_validation_audit	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_same_trained_context_ablation_20260508_val_agent_aux_a20f5b7_seed44.tsv	ok	Agent #002 delayed weak class-balanced answer-label auxiliary objective on the random phase2 primary-best backbone.
same_trained_context_ablation_20260508_val_agent_aux_a20f5b7_seed45	results_repeated_controls.tsv	same_trained_context_ablation_20260508	val	agent_aux_a20f5b7	agent	45	325e90f	a20f5b7	repeated_validation_audit	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_same_trained_context_ablation_20260508_val_agent_aux_a20f5b7_seed45.tsv	ok	Agent #002 delayed weak class-balanced answer-label auxiliary objective on the random phase2 primary-best backbone.
same_trained_context_ablation_20260508_val_agent_aux_a20f5b7_seed46	results_repeated_controls.tsv	same_trained_context_ablation_20260508	val	agent_aux_a20f5b7	agent	46	325e90f	a20f5b7	repeated_validation_audit	false	results_repeated_controls.tsv	outputs/predictions/pubmedqa_same_trained_context_ablation_20260508_val_agent_aux_a20f5b7_seed46.tsv	ok	Agent #002 delayed weak class-balanced answer-label auxiliary objective on the random phase2 primary-best backbone.
validation_val_locked_agent_seed42	results_locked_replicates.tsv	validation	val	locked_agent_protocol	agent	42	5e396c2	a20f5b7	locked_validation_replicate	false	results_locked_replicates.tsv		ok	frozen agent #002 protocol with delayed weak class-balanced answer-label auxiliary loss
validation_val_locked_agent_seed43	results_locked_replicates.tsv	validation	val	locked_agent_protocol	agent	43	5e396c2	a20f5b7	locked_validation_replicate	false	results_locked_replicates.tsv		ok	frozen agent #002 protocol with delayed weak class-balanced answer-label auxiliary loss
validation_val_locked_agent_seed44	results_locked_replicates.tsv	validation	val	locked_agent_protocol	agent	44	5e396c2	a20f5b7	locked_validation_replicate	false	results_locked_replicates.tsv		ok	frozen agent #002 protocol with delayed weak class-balanced answer-label auxiliary loss
post_freeze_test_audit_locked_agent_seed42	results_locked_replicates.tsv	post_freeze_test_audit	test	locked_agent_protocol	agent	42	e3dc302	a20f5b7	post_freeze_audit_only	true	results_locked_replicates.tsv		ok	frozen agent #002 protocol with delayed weak class-balanced answer-label auxiliary loss
post_freeze_test_audit_locked_agent_seed43	results_locked_replicates.tsv	post_freeze_test_audit	test	locked_agent_protocol	agent	43	e3dc302	a20f5b7	post_freeze_audit_only	true	results_locked_replicates.tsv		ok	frozen agent #002 protocol with delayed weak class-balanced answer-label auxiliary loss
post_freeze_test_audit_locked_agent_seed44	results_locked_replicates.tsv	post_freeze_test_audit	test	locked_agent_protocol	agent	44	e3dc302	a20f5b7	post_freeze_audit_only	true	results_locked_replicates.tsv		ok	frozen agent #002 protocol with delayed weak class-balanced answer-label auxiliary loss
